level,tableIndex,oClass,instances,pvarPlacements,noPvarPlacements,pvarByteSizes,assetPayloadAvailable,highLodModelAvailable,highLodPacketCount,jointCount,ordinarySequenceSlotCount,ordinarySequencePopulatedCount,sourceSequenceAvailable,ratchetSequenceTableAvailable,ratchetSequenceSlotCount,ratchetSequencePopulatedCount
4,157,1603,0,0,0,,true,true,5,1,1,1,true,false,0,0
4,158,1604,0,0,0,,true,true,4,1,1,1,true,false,0,0
4,159,1605,0,0,0,,true,true,8,1,1,1,true,false,0,0
4,160,1606,0,0,0,,true,true,5,1,1,1,true,false,0,0
4,161,1607,0,0,0,,true,true,6,1,1,1,true,false,0,0
4,162,1608,0,0,0,,true,true,5,1,1,1,true,false,0,0
4,163,1609,0,0,0,,true,true,3,1,1,1,true,false,0,0
4,164,1613,0,0,0,,true,true,5,1,1,1,true,false,0,0
4,165,1614,0,0,0,,true,true,4,1,1,1,true,false,0,0
4,166,1615,0,0,0,,true,true,1,1,1,1,true,false,0,0
4,167,1616,0,0,0,,true,true,2,1,1,1,true,false,0,0
4,168,1617,0,0,0,,true,true,9,1,1,1,true,false,0,0
4,169,1618,0,0,0,,true,true,5,1,1,1,true,false,0,0
4,170,1619,0,0,0,,true,true,9,1,1,1,true,false,0,0
4,171,1620,0,0,0,,true,true,5,1,1,1,true,false,0,0
4,172,1624,0,0,0,,true,true,9,1,1,1,true,false,0,0
4,173,1633,0,0,0,,true,true,3,2,2,2,true,false,0,0
4,174,1739,0,0,0,,true,true,4,1,1,1,true,false,0,0
4,175,1740,0,0,0,,true,true,6,1,1,1,true,false,0,0
4,176,1741,0,0,0,,true,true,6,1,1,1,true,false,0,0
4,177,1818,1,1,0,208,true,true,19,49,3,3,true,false,0,0
4,178,1834,12,0,12,,true,true,3,0,1,1,true,false,0,0
4,179,1835,0,0,0,,true,true,2,0,1,1,true,false,0,0
4,180,1836,0,0,0,,true,true,1,0,1,1,true,false,0,0
4,181,1871,0,0,0,,true,true,1,0,1,1,true,false,0,0
4,182,1872,0,0,0,,true,true,2,0,1,1,true,false,0,0
4,183,1900,0,0,0,,true,true,7,62,4,3,true,false,0,0
4,184,1939,0,0,0,,true,true,6,1,1,1,true,false,0,0
4,185,1940,0,0,0,,true,true,3,1,1,1,true,false,0,0
4,186,1941,0,0,0,,true,true,1,1,1,1,true,false,0,0
4,187,1942,0,0,0,,true,true,1,1,1,1,true,false,0,0
4,188,1944,0,0,0,,true,true,6,1,1,1,true,false,0,0
4,189,1945,0,0,0,,true,true,4,1,1,1,true,false,0,0
4,190,1946,0,0,0,,true,true,3,1,1,1,true,false,0,0
5,0,0,1,0,1,,true,true,63,111,134,0,true,true,256,100
5,1,1,0,0,0,,true,false,0,20,23,23,true,false,0,0
5,2,2,0,0,0,,true,false,0,20,23,23,true,false,0,0
5,3,1007,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,4,10,0,0,0,,true,true,44,75,1,1,true,false,0,0
5,5,11,2,2,0,160,true,true,26,45,5,5,true,false,0,0
5,6,12,0,0,0,,true,true,22,92,10,0,false,false,0,0
5,7,13,251,251,0,112,true,true,1,1,2,1,true,false,0,0
5,8,14,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,9,15,0,0,0,,true,true,2,0,1,1,true,false,0,0
5,10,16,0,0,0,,true,true,4,0,1,1,true,false,0,0
5,11,35,5,5,0,240,true,true,16,39,3,3,true,false,0,0
5,12,71,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,13,74,0,0,0,,true,true,7,2,4,3,true,false,0,0
5,14,79,30,30,0,880,true,true,12,4,1,1,true,false,0,0
5,15,112,0,0,0,,true,true,3,0,1,1,true,false,0,0
5,16,121,0,0,0,,true,true,3,0,1,1,true,false,0,0
5,17,122,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,18,133,20,20,0,256,true,true,17,78,1,1,true,false,0,0
5,19,149,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,20,153,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,21,157,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,22,163,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,23,166,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,24,167,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,25,168,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,26,172,0,0,0,,true,true,3,4,1,1,true,false,0,0
5,27,173,0,0,0,,true,true,8,5,3,3,true,false,0,0
5,28,175,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,29,176,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,30,177,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,31,179,0,0,0,,true,true,3,0,1,1,true,false,0,0
5,32,180,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,33,185,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,34,186,0,0,0,,true,true,14,38,11,8,true,false,0,0
5,35,188,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,36,190,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,37,192,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,38,195,0,0,0,,true,true,10,5,3,3,true,false,0,0
5,39,203,0,0,0,,true,true,9,62,4,3,true,false,0,0
5,40,204,0,0,0,,true,true,2,0,1,1,true,false,0,0
5,41,208,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,42,209,0,0,0,,true,true,6,9,8,8,true,false,0,0
5,43,213,0,0,0,,true,true,3,0,1,1,true,false,0,0
5,44,214,0,0,0,,true,true,3,0,1,1,true,false,0,0
5,45,222,0,0,0,,true,true,2,0,1,1,true,false,0,0
5,46,223,0,0,0,,true,true,2,0,1,1,true,false,0,0
5,47,225,0,0,0,,true,true,3,0,1,1,true,false,0,0
5,48,226,0,0,0,,true,true,3,0,1,1,true,false,0,0
5,49,229,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,50,230,0,0,0,,true,true,2,0,1,1,true,false,0,0
5,51,258,3,3,0,128,false,false,0,0,0,0,false,false,0,0
5,52,270,0,0,0,,true,true,5,43,5,4,true,false,0,0
5,53,305,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,54,341,3,3,0,48,true,true,13,9,4,4,true,false,0,0
5,55,348,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,56,349,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,57,354,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,58,355,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,59,356,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,60,357,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,61,358,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,62,359,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,63,363,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,64,364,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,65,407,0,0,0,,true,true,3,2,3,3,true,false,0,0
5,66,428,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,67,433,0,0,0,,true,true,11,22,4,3,true,false,0,0
5,68,439,1,1,0,96,true,true,9,14,7,7,true,false,0,0
5,69,454,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,70,457,0,0,0,,true,true,3,2,1,1,true,false,0,0
5,71,479,0,0,0,,true,true,5,10,1,1,true,false,0,0
5,72,483,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,73,500,346,346,0,256,true,true,2,0,1,1,true,false,0,0
5,74,501,23,23,0,256,true,true,4,0,1,1,true,false,0,0
5,75,502,10,10,0,256,true,true,5,0,1,1,true,false,0,0
5,76,505,215,215,0,256,true,true,6,0,1,1,true,false,0,0
5,77,511,21,21,0,256,true,true,2,0,1,1,true,false,0,0
5,78,562,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,79,572,13,13,0,688,true,true,18,77,4,4,true,false,0,0
5,80,585,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,81,601,0,0,0,,true,true,22,33,18,18,true,false,0,0
5,82,604,1,1,0,16,true,true,12,13,7,7,true,false,0,0
5,83,605,19,19,0,32,false,false,0,0,0,0,false,false,0,0
5,84,607,0,0,0,,true,true,17,36,9,9,true,false,0,0
5,85,608,0,0,0,,true,true,6,15,9,9,true,false,0,0
5,86,609,0,0,0,,true,true,7,10,5,5,true,false,0,0
5,87,614,0,0,0,,true,true,8,1,1,1,true,false,0,0
5,88,618,0,0,0,,true,true,7,5,1,1,true,false,0,0
5,89,619,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,90,623,56,56,0,736,true,true,36,68,8,8,true,false,0,0
5,91,625,4,4,0,544,true,true,21,14,1,1,true,false,0,0
5,92,634,0,0,0,,true,true,26,75,9,8,true,false,0,0
5,93,639,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,94,657,0,0,0,,true,true,1,3,2,1,true,false,0,0
5,95,679,1,1,0,128,false,false,0,0,0,0,false,false,0,0
5,96,717,4,4,0,640,true,true,33,98,6,6,true,false,0,0
5,97,750,0,0,0,,true,true,19,43,5,5,true,false,0,0
5,98,758,1,1,0,64,true,true,2,1,1,1,true,false,0,0
5,99,775,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,100,803,2,2,0,64,true,true,4,0,1,1,true,false,0,0
5,101,804,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,102,805,6,6,0,48,false,false,0,0,0,0,false,false,0,0
5,103,806,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,104,810,4,4,0,192,true,true,29,0,1,1,true,false,0,0
5,105,812,25,25,0,160,true,true,11,0,1,1,true,false,0,0
5,106,823,4,4,0,320,true,true,4,2,1,1,true,false,0,0
5,107,830,25,25,0,16,true,true,7,0,1,1,true,false,0,0
5,108,831,52,52,0,48,true,true,1,0,1,1,true,false,0,0
5,109,832,1,1,0,336,false,false,0,0,0,0,false,false,0,0
5,110,838,26,26,0,16,true,true,2,0,1,1,true,false,0,0
5,111,841,1,1,0,64,false,false,0,0,0,0,false,false,0,0
5,112,842,1,0,1,,true,true,6,0,1,1,true,false,0,0
5,113,843,16,16,0,32,true,true,8,0,1,1,true,false,0,0
5,114,844,3,3,0,224,true,true,12,0,1,1,true,false,0,0
5,115,846,3,0,3,,true,true,7,0,1,1,true,false,0,0
5,116,849,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,117,852,14,14,0,80,true,true,7,0,1,1,true,false,0,0
5,118,853,7,7,0,80,true,true,10,0,1,1,true,false,0,0
5,119,855,7,7,0,80,true,true,4,0,1,1,true,false,0,0
5,120,865,29,29,0,688,true,true,17,75,6,6,true,false,0,0
5,121,866,66,66,0,688,true,true,17,78,7,7,true,false,0,0
5,122,872,0,0,0,,true,true,12,30,1,1,true,false,0,0
5,123,873,0,0,0,,true,true,12,30,1,1,true,false,0,0
5,124,877,6,6,0,144,true,true,11,0,1,1,true,false,0,0
5,125,879,1,1,0,32,false,false,0,0,0,0,false,false,0,0
5,126,893,4,4,0,112,true,true,8,2,1,1,true,false,0,0
5,127,895,4,4,0,80,true,true,8,0,1,1,true,false,0,0
5,128,904,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,129,918,1,1,0,640,true,true,28,91,3,3,true,false,0,0
5,130,919,1,1,0,384,true,true,30,92,3,3,true,false,0,0
5,131,920,1,1,0,304,true,true,29,92,1,1,true,false,0,0
5,132,925,1,1,0,384,true,true,39,95,2,2,true,false,0,0
5,133,980,0,0,0,,true,true,4,0,1,1,true,false,0,0
5,134,981,0,0,0,,true,true,2,0,1,1,true,false,0,0
5,135,982,1,1,0,32,true,true,1,0,1,1,true,false,0,0
5,136,984,1,1,0,16,true,true,20,10,1,1,true,false,0,0
5,137,993,0,0,0,,true,true,21,1,1,1,true,false,0,0
5,138,998,5,5,0,224,true,true,28,1,1,1,true,false,0,0
5,139,1002,0,0,0,,true,true,10,8,1,1,true,false,0,0
5,140,1006,0,0,0,,true,true,2,0,1,1,true,false,0,0
5,141,1060,25,25,0,16,true,true,1,0,1,1,true,false,0,0
5,142,1099,1,0,1,,true,true,45,2,1,1,true,false,0,0
5,143,1134,2,2,0,128,true,true,2,1,2,2,true,false,0,0
5,144,1137,0,0,0,,true,true,1,5,2,2,true,false,0,0
5,145,1138,0,0,0,,true,true,1,5,216,216,true,false,0,0
5,146,1139,7,7,0,16,true,true,1,0,1,1,true,false,0,0
5,147,1140,15,15,0,16,true,true,2,0,1,1,true,false,0,0
5,148,1143,0,0,0,,true,true,9,3,1,1,true,false,0,0
5,149,1146,0,0,0,,true,true,4,4,2,2,true,false,0,0
5,150,1192,0,0,0,,true,true,3,0,1,1,true,false,0,0
5,151,1204,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,152,1245,0,0,0,,true,true,2,2,1,1,true,false,0,0
5,153,1251,0,0,0,,false,false,0,0,0,0,false,false,0,0
5,154,1289,0,0,0,,true,true,11,3,3,3,true,false,0,0
5,155,1290,0,0,0,,true,true,10,2,3,3,true,false,0,0
5,156,1347,1,1,0,160,false,false,0,0,0,0,false,false,0,0
5,157,1438,0,0,0,,true,true,2,1,1,1,true,false,0,0
5,158,1447,0,0,0,,true,true,2,1,1,1,true,false,0,0
5,159,1449,0,0,0,,true,true,3,0,1,1,true,false,0,0
5,160,1511,26,26,0,128,true,true,7,0,1,1,true,false,0,0
5,161,1514,0,0,0,,true,true,2,0,1,1,true,false,0,0
5,162,1517,0,0,0,,true,true,2,0,1,1,true,false,0,0
5,163,1518,0,0,0,,true,true,3,0,1,1,true,false,0,0
5,164,1550,1,0,1,,false,false,0,0,0,0,false,false,0,0
5,165,1633,0,0,0,,true,true,3,2,2,2,true,false,0,0
5,166,1754,0,0,0,,true,true,3,1,1,1,true,false,0,0
5,167,1755,0,0,0,,true,true,5,1,1,1,true,false,0,0
5,168,1756,0,0,0,,true,true,5,0,1,1,true,false,0,0
5,169,1757,0,0,0,,true,true,1,1,1,1,true,false,0,0
5,170,1759,0,0,0,,true,true,1,1,1,1,true,false,0,0
5,171,1760,0,0,0,,true,true,1,1,1,1,true,false,0,0
5,172,1790,0,0,0,,true,true,2,1,1,1,true,false,0,0
5,173,1791,0,0,0,,true,true,2,1,1,1,true,false,0,0
5,174,1818,1,1,0,208,true,true,19,49,3,3,true,false,0,0
5,175,1838,0,0,0,,true,true,3,0,1,1,true,false,0,0
5,176,1840,4,0,4,,true,true,7,0,1,1,true,false,0,0
5,177,1871,0,0,0,,true,true,1,0,1,1,true,false,0,0
5,178,1872,0,0,0,,true,true,2,0,1,1,true,false,0,0
5,179,1900,0,0,0,,true,true,7,62,4,3,true,false,0,0
6,0,0,1,0,1,,true,true,63,111,134,0,true,true,256,89
6,1,1,0,0,0,,true,false,0,20,23,23,true,false,0,0
6,2,2,0,0,0,,true,false,0,20,23,23,true,false,0,0
6,3,1007,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,4,10,0,0,0,,true,true,44,75,1,1,true,false,0,0
6,5,11,2,2,0,160,true,true,26,45,5,5,true,false,0,0
6,6,12,0,0,0,,true,true,22,92,10,0,false,false,0,0
6,7,13,59,59,0,112,true,true,1,1,2,1,true,false,0,0
6,8,14,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,9,15,0,0,0,,true,true,2,0,1,1,true,false,0,0
6,10,16,0,0,0,,true,true,4,0,1,1,true,false,0,0
6,11,55,2,2,0,32,true,true,6,0,1,1,true,false,0,0
6,12,68,0,0,0,,true,true,17,20,1,1,true,false,0,0
6,13,71,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,14,74,0,0,0,,true,true,7,2,4,3,true,false,0,0
6,15,87,1,0,1,,true,true,44,73,19,19,true,false,0,0
6,16,112,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,17,121,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,18,122,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,19,149,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,20,150,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,21,151,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,22,153,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,23,156,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,24,157,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,25,163,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,26,166,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,27,167,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,28,168,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,29,172,0,0,0,,true,true,3,4,1,1,true,false,0,0
6,30,173,0,0,0,,true,true,8,5,3,3,true,false,0,0
6,31,175,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,32,176,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,33,177,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,34,179,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,35,180,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,36,185,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,37,186,0,0,0,,true,true,14,38,11,8,true,false,0,0
6,38,188,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,39,190,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,40,192,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,41,195,0,0,0,,true,true,10,5,3,3,true,false,0,0
6,42,203,0,0,0,,true,true,9,62,4,3,true,false,0,0
6,43,204,0,0,0,,true,true,2,0,1,1,true,false,0,0
6,44,208,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,45,209,0,0,0,,true,true,6,9,8,8,true,false,0,0
6,46,213,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,47,214,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,48,222,0,0,0,,true,true,2,0,1,1,true,false,0,0
6,49,223,0,0,0,,true,true,2,0,1,1,true,false,0,0
6,50,225,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,51,226,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,52,229,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,53,230,0,0,0,,true,true,2,0,1,1,true,false,0,0
6,54,270,0,0,0,,true,true,5,43,5,4,true,false,0,0
6,55,302,0,0,0,,true,true,8,0,1,1,true,false,0,0
6,56,303,0,0,0,,true,true,2,0,1,1,true,false,0,0
6,57,305,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,58,348,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,59,349,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,60,354,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,61,355,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,62,356,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,63,357,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,64,358,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,65,359,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,66,363,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,67,364,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,68,367,8,8,0,112,true,true,5,0,1,1,true,false,0,0
6,69,407,0,0,0,,true,true,3,2,3,3,true,false,0,0
6,70,428,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,71,433,0,0,0,,true,true,11,22,4,3,true,false,0,0
6,72,454,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,73,457,0,0,0,,true,true,3,2,1,1,true,false,0,0
6,74,479,0,0,0,,true,true,5,10,1,1,true,false,0,0
6,75,483,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,76,500,186,186,0,256,true,true,2,0,1,1,true,false,0,0
6,77,501,16,16,0,256,true,true,4,0,1,1,true,false,0,0
6,78,502,39,39,0,256,true,true,5,0,1,1,true,false,0,0
6,79,505,6,6,0,256,true,true,6,0,1,1,true,false,0,0
6,80,511,30,30,0,256,true,true,2,0,1,1,true,false,0,0
6,81,562,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,82,585,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,83,601,0,0,0,,true,true,22,33,18,18,true,false,0,0
6,84,604,1,1,0,16,true,true,12,13,7,7,true,false,0,0
6,85,605,20,20,0,32,false,false,0,0,0,0,false,false,0,0
6,86,607,0,0,0,,true,true,17,36,9,9,true,false,0,0
6,87,608,0,0,0,,true,true,6,15,9,9,true,false,0,0
6,88,609,0,0,0,,true,true,7,10,5,5,true,false,0,0
6,89,614,0,0,0,,true,true,8,1,1,1,true,false,0,0
6,90,615,2,2,0,288,true,true,14,16,1,1,true,false,0,0
6,91,618,0,0,0,,true,true,7,5,1,1,true,false,0,0
6,92,619,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,93,634,0,0,0,,true,true,26,75,9,8,true,false,0,0
6,94,639,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,95,657,0,0,0,,true,true,1,3,2,1,true,false,0,0
6,96,750,2,2,0,208,true,true,19,43,5,5,true,false,0,0
6,97,775,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,98,803,1,1,0,64,true,true,4,0,1,1,true,false,0,0
6,99,804,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,100,805,5,5,0,48,false,false,0,0,0,0,false,false,0,0
6,101,806,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,102,827,169,169,0,656,true,true,9,56,7,7,true,false,0,0
6,103,832,1,1,0,336,false,false,0,0,0,0,false,false,0,0
6,104,849,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,105,857,4,4,0,912,true,true,18,42,6,6,true,false,0,0
6,106,911,14,14,0,160,true,true,10,0,1,1,true,false,0,0
6,107,1006,0,0,0,,true,true,2,0,1,1,true,false,0,0
6,108,1016,1,1,0,80,true,true,13,11,1,1,true,false,0,0
6,109,1021,11,11,0,144,true,true,3,0,1,1,true,false,0,0
6,110,1028,1,1,0,592,true,true,17,0,1,1,true,false,0,0
6,111,1029,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,112,1030,0,0,0,,true,true,6,0,1,1,true,false,0,0
6,113,1035,5,5,0,32,true,true,8,0,1,1,true,false,0,0
6,114,1038,11,11,0,80,true,true,27,0,1,1,true,false,0,0
6,115,1039,1,1,0,256,false,false,0,0,0,0,false,false,0,0
6,116,1040,0,0,0,,true,true,6,0,1,1,true,false,0,0
6,117,1048,27,27,0,544,true,true,25,31,11,11,true,false,0,0
6,118,1051,1,1,0,432,true,true,27,31,11,11,true,false,0,0
6,119,1054,9,9,0,80,true,true,4,0,1,1,true,false,0,0
6,120,1055,0,0,0,,true,true,4,0,1,1,true,false,0,0
6,121,1061,1,1,0,192,true,true,12,0,1,1,true,false,0,0
6,122,1062,1,1,0,80,false,false,0,0,0,0,false,false,0,0
6,123,1066,6,6,0,32,true,true,12,2,3,3,true,false,0,0
6,124,1068,10,10,0,1120,true,true,36,73,11,11,true,false,0,0
6,125,1083,2,2,0,48,true,true,9,0,1,1,true,false,0,0
6,126,1084,0,0,0,,true,true,4,0,1,1,true,false,0,0
6,127,1085,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,128,1086,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,129,1087,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,130,1088,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,131,1089,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,132,1091,1,1,0,32,true,true,21,0,1,1,true,false,0,0
6,133,1092,1,1,0,32,true,true,8,0,1,1,true,false,0,0
6,134,1093,4,4,0,32,true,true,4,0,1,1,true,false,0,0
6,135,1094,4,4,0,32,true,true,3,0,1,1,true,false,0,0
6,136,1095,3,3,0,32,true,true,9,0,1,1,true,false,0,0
6,137,1096,3,3,0,32,true,true,30,0,1,1,true,false,0,0
6,138,1097,1,1,0,32,true,true,12,0,1,1,true,false,0,0
6,139,1098,3,3,0,32,true,true,9,0,1,1,true,false,0,0
6,140,1103,1,1,0,32,true,true,8,0,1,1,true,false,0,0
6,141,1105,1,1,0,384,true,true,25,65,2,2,true,false,0,0
6,142,1108,1,1,0,256,false,false,0,0,0,0,false,false,0,0
6,143,1109,1,1,0,288,true,true,50,7,4,4,true,false,0,0
6,144,1118,1,1,0,112,true,true,2,0,1,1,true,false,0,0
6,145,1123,4,4,0,3872,true,true,9,0,1,1,true,false,0,0
6,146,1125,2,0,2,,true,true,1,0,1,1,true,false,0,0
6,147,1134,2,2,0,128,true,true,2,1,2,2,true,false,0,0
6,148,1137,0,0,0,,true,true,1,5,2,2,true,false,0,0
6,149,1138,0,0,0,,true,true,1,5,216,216,true,false,0,0
6,150,1143,0,0,0,,true,true,9,3,1,1,true,false,0,0
6,151,1145,2,0,2,,true,true,2,0,1,1,true,false,0,0
6,152,1146,0,0,0,,true,true,4,4,2,2,true,false,0,0
6,153,1192,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,154,1204,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,155,1251,0,0,0,,false,false,0,0,0,0,false,false,0,0
6,156,1289,0,0,0,,true,true,11,3,3,3,true,false,0,0
6,157,1290,0,0,0,,true,true,10,2,3,3,true,false,0,0
6,158,1302,1,1,0,80,true,true,6,0,1,1,true,false,0,0
6,159,1318,0,0,0,,true,true,3,1,1,1,true,false,0,0
6,160,1348,1,1,0,176,false,false,0,0,0,0,false,false,0,0
6,161,1386,0,0,0,,true,true,13,11,1,1,true,false,0,0
6,162,1438,0,0,0,,true,true,2,1,1,1,true,false,0,0
6,163,1447,0,0,0,,true,true,2,1,1,1,true,false,0,0
6,164,1449,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,165,1504,4,4,0,144,false,false,0,0,0,0,false,false,0,0
6,166,1512,26,26,0,64,false,false,0,0,0,0,false,false,0,0
6,167,1551,1,0,1,,false,false,0,0,0,0,false,false,0,0
6,168,1633,0,0,0,,true,true,3,2,2,2,true,false,0,0
6,169,1655,10,0,10,,true,true,14,0,1,1,true,false,0,0
6,170,1656,0,0,0,,true,true,7,0,1,1,true,false,0,0
6,171,1657,0,0,0,,true,true,2,0,1,1,true,false,0,0
6,172,1658,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,173,1659,0,0,0,,true,true,2,0,1,1,true,false,0,0
6,174,1660,6,0,6,,true,true,1,0,1,1,true,false,0,0
6,175,1661,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,176,1662,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,177,1664,20,0,20,,true,true,4,0,1,1,true,false,0,0
6,178,1665,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,179,1666,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,180,1672,5,0,5,,true,true,26,0,1,1,true,false,0,0
6,181,1673,0,0,0,,true,true,10,0,1,1,true,false,0,0
6,182,1674,0,0,0,,true,true,3,0,1,1,true,false,0,0
6,183,1675,0,0,0,,true,true,2,0,1,1,true,false,0,0
6,184,1676,0,0,0,,true,true,5,0,1,1,true,false,0,0
6,185,1695,0,0,0,,true,true,2,1,1,1,true,false,0,0
6,186,1696,0,0,0,,true,true,2,1,1,1,true,false,0,0
6,187,1697,0,0,0,,true,true,2,1,1,1,true,false,0,0
6,188,1698,0,0,0,,true,true,2,1,1,1,true,false,0,0
6,189,1699,0,0,0,,true,true,1,0,1,1,true,false,0,0
6,190,1700,0,0,0,,true,true,2,1,1,1,true,false,0,0
6,191,1701,0,0,0,,true,true,1,1,1,1,true,false,0,0
6,192,1702,0,0,0,,true,true,2,1,1,1,true,false,0,0
6,193,1703,0,0,0,,true,true,5,1,1,1,true,false,0,0
6,194,1704,0,0,0,,true,true,5,1,1,1,true,false,0,0
6,195,1818,1,1,0,208,true,true,19,49,3,3,true,false,0,0
